Sensor ID,Timestamp,pH,Dissolved Oxygen,CO2 Levels,Turbidity
4,2025-01-24 03:48:48,8.35,8.93,0.45,4.04
5,2025-01-24 03:49:48,7.17,5.99,0.32,1.12
2,2025-01-24 03:50:48,8.89,5.76,0.81,2.77
9,2025-01-24 03:51:48,8.0,6.85,0.36,4.92
6,2025-01-24 03:52:48,7.25,7.79,0.49,3.38
4,2025-01-24 03:53:48,7.9,5.8,0.26,4.06
4,2025-01-24 03:54:48,6.88,9.57,0.4,2.99
5,2025-01-24 03:55:48,8.91,6.16,0.9,2.31
10,2025-01-24 03:56:48,8.33,5.68,0.32,0.67
9,2025-01-24 03:57:48,6.31,5.16,0.33,3.23
4,2025-01-24 03:58:48,7.24,6.94,0.76,4.76
6,2025-01-24 03:59:48,8.2,7.47,0.27,4.18
10,2025-01-24 04:00:48,8.73,9.88,0.98,1.86
7,2025-01-24 04:01:48,6.8,5.95,0.89,1.89
8,2025-01-24 04:02:48,6.21,6.27,0.72,3.75
9,2025-01-24 04:03:48,6.4,5.48,0.57,4.05
2,2025-01-24 04:04:48,6.52,5.74,0.71,0.66
8,2025-01-24 04:05:48,8.91,8.44,0.75,1.67
8,2025-01-24 04:06:48,6.01,6.81,0.36,0.18
2,2025-01-24 04:07:48,8.23,5.52,1.0,3.31
1,2025-01-24 04:08:48,8.47,7.24,0.4,3.78
3,2025-01-24 04:09:48,6.92,6.49,0.34,2.15
3,2025-01-24 04:10:48,6.33,5.32,0.11,1.09
3,2025-01-24 04:11:48,8.8,8.88,0.88,1.08
7,2025-01-24 04:12:48,6.97,9.54,0.17,1.61
8,2025-01-24 04:13:48,8.81,8.53,0.25,1.27
2,2025-01-24 04:14:48,6.41,9.29,0.77,2.3
8,2025-01-24 04:15:48,8.64,8.2,0.54,3.38
6,2025-01-24 04:16:48,7.85,9.21,0.57,4.02
8,2025-01-24 04:17:48,7.47,6.94,0.53,4.02
5,2025-01-24 04:18:48,7.92,5.12,0.62,4.05
9,2025-01-24 04:19:48,8.61,7.94,0.5,0.81
6,2025-01-24 04:20:48,8.78,7.11,0.79,2.43
6,2025-01-24 04:21:48,8.49,8.29,0.67,1.18
8,2025-01-24 04:22:48,6.67,6.34,0.96,3.29
9,2025-01-24 04:23:48,6.13,9.86,0.92,2.81
4,2025-01-24 04:24:48,8.1,7.01,0.85,2.65
7,2025-01-24 04:25:48,6.63,5.99,0.83,1.48
6,2025-01-24 04:26:48,8.42,6.21,0.46,3.75
9,2025-01-24 04:27:48,7.81,6.3,0.65,4.18
1,2025-01-24 04:28:48,8.42,7.61,0.37,2.84
2,2025-01-24 04:29:48,8.41,9.32,0.78,2.92
2,2025-01-24 04:30:48,7.91,8.69,0.96,3.3
4,2025-01-24 04:31:48,6.57,7.14,0.11,4.73
6,2025-01-24 04:32:48,8.56,8.29,0.48,1.95
10,2025-01-24 04:33:48,8.69,6.61,0.55,1.28
7,2025-01-24 04:34:48,7.86,8.29,0.69,1.16
1,2025-01-24 04:35:48,6.59,7.22,0.64,3.89
9,2025-01-24 04:36:48,8.05,7.76,0.48,2.42
10,2025-01-24 04:37:48,8.41,9.38,0.82,4.13
4,2025-01-24 04:38:48,6.75,5.03,0.69,4.15
7,2025-01-24 04:39:48,8.0,9.53,0.34,0.14
9,2025-01-24 04:40:48,7.34,8.14,0.56,1.95
2,2025-01-24 04:41:48,8.74,10.0,0.18,2.14
4,2025-01-24 04:42:48,8.08,9.22,0.88,4.9
10,2025-01-24 04:43:48,7.32,6.71,0.81,2.86
8,2025-01-24 04:44:48,8.57,7.28,0.38,3.84
8,2025-01-24 04:45:48,7.05,5.46,0.47,1.83
5,2025-01-24 04:46:48,6.3,5.08,0.45,3.61
6,2025-01-24 04:47:48,7.16,9.93,0.62,2.15
10,2025-01-24 04:48:48,7.26,9.33,0.3,3.53
8,2025-01-24 04:49:48,6.09,9.76,0.4,2.12
5,2025-01-24 04:50:48,8.99,7.82,0.3,3.47
4,2025-01-24 04:51:48,7.8,9.35,0.88,2.99
7,2025-01-24 04:52:48,7.54,8.12,0.4,1.36
9,2025-01-24 04:53:48,8.94,7.76,0.6,1.04
6,2025-01-24 04:54:48,7.12,8.62,0.69,1.61
6,2025-01-24 04:55:48,7.19,9.45,0.12,3.01
2,2025-01-24 04:56:48,7.54,9.3,0.88,3.84
6,2025-01-24 04:57:48,8.23,6.33,0.47,2.28
10,2025-01-24 04:58:48,7.07,6.97,0.16,2.03
1,2025-01-24 04:59:48,8.61,5.43,0.3,4.01
6,2025-01-24 05:00:48,6.32,5.15,0.42,3.67
2,2025-01-24 05:01:48,7.9,8.78,0.7,4.66
8,2025-01-24 05:02:48,6.02,6.83,0.32,0.86
4,2025-01-24 05:03:48,8.1,5.93,0.53,2.18
6,2025-01-24 05:04:48,6.94,6.34,0.36,2.81
5,2025-01-24 05:05:48,8.11,8.02,0.91,4.7
1,2025-01-24 05:06:48,7.28,7.81,0.22,2.29
1,2025-01-24 05:07:48,6.16,8.95,0.47,0.21
3,2025-01-24 05:08:48,7.22,7.92,0.41,3.1
4,2025-01-24 05:09:48,6.18,6.41,0.73,0.28
8,2025-01-24 05:10:48,6.02,8.03,0.86,4.96
7,2025-01-24 05:11:48,8.45,6.47,0.7,2.36
5,2025-01-24 05:12:48,7.13,6.36,0.42,2.08
10,2025-01-24 05:13:48,6.03,9.29,0.68,2.45
3,2025-01-24 05:14:48,7.2,6.33,0.43,2.11
4,2025-01-24 05:15:48,6.44,5.08,0.96,4.08
1,2025-01-24 05:16:48,6.72,6.78,0.96,4.9
5,2025-01-24 05:17:48,6.46,8.12,0.72,2.27
5,2025-01-24 05:18:48,7.47,7.14,0.99,4.92
6,2025-01-24 05:19:48,7.21,8.44,0.95,2.65
6,2025-01-24 05:20:48,8.8,9.2,0.15,4.02
8,2025-01-24 05:21:48,7.4,6.76,0.31,2.32
7,2025-01-24 05:22:48,8.52,9.82,0.76,1.66
10,2025-01-24 05:23:48,6.7,7.79,0.83,2.39
1,2025-01-24 05:24:48,8.08,8.96,0.81,2.38
10,2025-01-24 05:25:48,7.81,7.75,0.74,4.52
7,2025-01-24 05:26:48,8.48,7.23,0.86,1.13
1,2025-01-24 05:27:48,7.43,8.25,0.75,4.51
3,2025-01-24 05:28:48,6.71,6.0,0.43,2.87
10,2025-01-24 05:29:48,8.41,9.56,0.25,1.16
8,2025-01-24 05:30:48,8.99,9.99,0.58,2.29
10,2025-01-24 05:31:48,8.74,8.14,0.45,4.96
2,2025-01-24 05:32:48,6.92,6.54,0.12,0.39
2,2025-01-24 05:33:48,6.65,5.02,0.73,2.06
2,2025-01-24 05:34:48,8.33,7.25,0.19,4.28
6,2025-01-24 05:35:48,8.68,8.43,0.85,1.43
8,2025-01-24 05:36:48,6.14,8.84,0.6,3.82
6,2025-01-24 05:37:48,7.12,5.42,0.83,4.86
10,2025-01-24 05:38:48,8.52,5.1,0.37,3.31
5,2025-01-24 05:39:48,8.38,8.21,0.66,1.21
7,2025-01-24 05:40:48,6.55,8.39,0.16,2.08
10,2025-01-24 05:41:48,8.66,5.41,0.94,1.49
8,2025-01-24 05:42:48,8.5,7.67,0.93,2.62
3,2025-01-24 05:43:48,7.21,5.43,0.83,2.89
3,2025-01-24 05:44:48,6.08,5.16,0.93,0.87
10,2025-01-24 05:45:48,8.09,6.01,0.79,0.86
9,2025-01-24 05:46:48,6.14,7.94,0.59,1.8
3,2025-01-24 05:47:48,8.63,9.83,0.34,3.67
6,2025-01-24 05:48:48,8.74,8.37,0.44,1.21
2,2025-01-24 05:49:48,6.76,8.09,0.43,0.54
8,2025-01-24 05:50:48,6.18,8.46,0.64,0.16
1,2025-01-24 05:51:48,6.72,5.07,0.77,1.46
8,2025-01-24 05:52:48,6.0,8.12,0.6,0.3
2,2025-01-24 05:53:48,8.67,9.82,0.41,0.55
8,2025-01-24 05:54:48,8.65,9.94,0.85,2.27
8,2025-01-24 05:55:48,6.86,5.78,0.74,2.03
8,2025-01-24 05:56:48,6.42,5.27,0.82,2.48
4,2025-01-24 05:57:48,8.12,5.81,0.58,3.34
6,2025-01-24 05:58:48,7.29,9.48,0.7,4.81
7,2025-01-24 05:59:48,8.72,7.58,0.71,4.49
5,2025-01-24 06:00:48,7.14,5.48,0.71,3.9
1,2025-01-24 06:01:48,7.07,6.71,0.56,2.45
2,2025-01-24 06:02:48,7.64,7.58,0.75,4.42
1,2025-01-24 06:03:48,8.8,7.39,0.78,2.44
4,2025-01-24 06:04:48,6.87,7.86,0.63,4.09
5,2025-01-24 06:05:48,8.72,7.12,0.39,0.72
10,2025-01-24 06:06:48,6.52,5.77,0.28,0.14
9,2025-01-24 06:07:48,8.15,5.51,0.26,4.69
8,2025-01-24 06:08:48,8.15,6.59,0.58,4.4
6,2025-01-24 06:09:48,8.44,5.32,0.96,2.14
2,2025-01-24 06:10:48,8.42,9.9,0.38,4.73
1,2025-01-24 06:11:48,6.47,5.93,0.61,4.54
1,2025-01-24 06:12:48,7.52,7.23,0.54,0.59
5,2025-01-24 06:13:48,6.14,9.31,0.62,2.86
4,2025-01-24 06:14:48,8.26,6.05,0.43,3.27
9,2025-01-24 06:15:48,8.72,9.91,0.86,2.48
1,2025-01-24 06:16:48,8.32,8.55,0.2,1.05
8,2025-01-24 06:17:48,7.18,8.09,0.12,4.53
1,2025-01-24 06:18:48,8.63,8.47,0.52,4.79
2,2025-01-24 06:19:48,8.7,9.51,0.31,1.75
4,2025-01-24 06:20:48,6.09,6.91,0.54,2.07
4,2025-01-24 06:21:48,6.12,9.13,0.12,2.67
4,2025-01-24 06:22:48,8.65,9.55,0.14,0.63
3,2025-01-24 06:23:48,8.23,5.08,0.99,0.92
4,2025-01-24 06:24:48,7.99,9.21,0.21,3.92
7,2025-01-24 06:25:48,7.2,9.17,0.41,3.42
1,2025-01-24 06:26:48,7.58,5.71,0.27,4.71
8,2025-01-24 06:27:48,7.27,7.44,0.38,0.81
2,2025-01-24 06:28:48,8.47,5.09,0.56,0.75
10,2025-01-24 06:29:48,6.76,6.29,1.0,0.68
2,2025-01-24 06:30:48,6.91,9.1,0.25,2.75
5,2025-01-24 06:31:48,8.64,8.5,0.74,2.65
1,2025-01-24 06:32:48,7.93,7.54,0.32,0.62
3,2025-01-24 06:33:48,6.32,8.73,0.56,4.31
8,2025-01-24 06:34:48,7.75,8.55,0.62,1.89
8,2025-01-24 06:35:48,7.79,8.86,0.56,2.71
8,2025-01-24 06:36:48,8.61,5.38,0.58,1.54
4,2025-01-24 06:37:48,7.69,8.1,0.48,3.91
8,2025-01-24 06:38:48,8.51,9.19,0.16,3.37
4,2025-01-24 06:39:48,8.21,5.22,0.62,2.78
8,2025-01-24 06:40:48,6.94,7.93,0.39,4.8
10,2025-01-24 06:41:48,8.16,7.41,0.6,1.58
7,2025-01-24 06:42:48,7.48,5.17,0.59,3.6
5,2025-01-24 06:43:48,6.18,5.35,0.49,1.1
9,2025-01-24 06:44:48,8.67,5.26,0.16,2.97
4,2025-01-24 06:45:48,6.12,8.13,0.67,3.05
3,2025-01-24 06:46:48,6.12,6.95,0.45,2.11
3,2025-01-24 06:47:48,8.98,8.5,0.91,0.32
4,2025-01-24 06:48:48,6.72,6.07,0.69,4.58
4,2025-01-24 06:49:48,7.19,7.45,0.15,0.88
2,2025-01-24 06:50:48,7.61,5.66,0.41,2.52
10,2025-01-24 06:51:48,7.04,6.69,0.25,1.43
9,2025-01-24 06:52:48,7.87,8.46,0.12,0.83
10,2025-01-24 06:53:48,7.72,5.24,0.55,1.21
10,2025-01-24 06:54:48,6.22,9.73,0.19,1.39
6,2025-01-24 06:55:48,8.49,9.45,0.49,2.28
7,2025-01-24 06:56:48,7.25,9.23,0.56,4.92
5,2025-01-24 06:57:48,8.71,9.7,0.21,0.69
4,2025-01-24 06:58:48,8.96,5.01,0.73,0.11
10,2025-01-24 06:59:48,6.91,7.46,0.32,3.85
2,2025-01-24 07:00:48,7.27,8.21,0.46,3.81
4,2025-01-24 07:01:48,6.53,5.88,0.97,2.99
6,2025-01-24 07:02:48,7.53,5.85,0.88,0.88
4,2025-01-24 07:03:48,7.7,8.23,0.66,1.14
3,2025-01-24 07:04:48,6.17,9.08,0.64,1.57
6,2025-01-24 07:05:48,8.81,7.78,0.23,4.78
5,2025-01-24 07:06:48,6.42,7.05,0.6,4.72
8,2025-01-24 07:07:48,8.86,5.33,0.94,0.1
10,2025-01-24 07:08:48,8.11,9.72,0.76,3.74
6,2025-01-24 07:09:48,6.97,7.34,0.7,0.93
1,2025-01-24 07:10:48,8.75,8.28,0.33,1.97
1,2025-01-24 07:11:48,7.13,6.17,0.27,0.43
3,2025-01-24 07:12:48,8.06,6.87,0.56,3.4
5,2025-01-24 07:13:48,8.72,6.29,0.33,4.82
5,2025-01-24 07:14:48,7.65,7.16,0.95,0.86
3,2025-01-24 07:15:48,6.67,8.81,0.28,1.9
7,2025-01-24 07:16:48,8.09,8.64,0.23,4.11
10,2025-01-24 07:17:48,7.29,7.58,0.61,3.63
2,2025-01-24 07:18:48,8.67,6.65,0.84,1.4
2,2025-01-24 07:19:48,6.82,6.77,0.49,4.44
10,2025-01-24 07:20:48,6.55,8.08,0.58,3.38
1,2025-01-24 07:21:48,7.38,7.66,0.94,1.62
5,2025-01-24 07:22:48,7.4,7.1,0.22,0.53
2,2025-01-24 07:23:48,6.01,8.31,0.45,1.54
8,2025-01-24 07:24:48,6.21,5.07,0.19,3.68
6,2025-01-24 07:25:48,7.7,6.82,0.91,0.3
1,2025-01-24 07:26:48,8.05,7.56,0.99,2.86
1,2025-01-24 07:27:48,7.39,9.67,0.37,4.44
10,2025-01-24 07:28:48,7.74,9.32,0.41,1.63
8,2025-01-24 07:29:48,7.03,6.69,0.24,1.17
6,2025-01-24 07:30:48,7.5,6.67,0.92,3.93
7,2025-01-24 07:31:48,7.55,6.61,0.14,1.05
8,2025-01-24 07:32:48,7.24,5.13,0.94,2.17
7,2025-01-24 07:33:48,6.43,8.51,0.53,3.58
6,2025-01-24 07:34:48,8.76,6.56,0.26,1.18
3,2025-01-24 07:35:48,7.99,5.82,0.29,2.67
9,2025-01-24 07:36:48,7.9,6.89,0.14,2.51
8,2025-01-24 07:37:48,7.96,9.84,0.96,4.67
10,2025-01-24 07:38:48,8.63,5.92,0.8,2.03
8,2025-01-24 07:39:48,7.07,6.84,0.34,1.84
5,2025-01-24 07:40:48,7.05,9.68,0.61,3.98
1,2025-01-24 07:41:48,6.47,6.61,0.63,4.31
7,2025-01-24 07:42:48,6.31,6.69,0.34,0.25
2,2025-01-24 07:43:48,6.54,6.56,0.3,3.83
4,2025-01-24 07:44:48,7.13,9.3,0.38,2.77
1,2025-01-24 07:45:48,6.59,6.59,0.31,3.49
1,2025-01-24 07:46:48,6.21,7.21,0.28,2.03
2,2025-01-24 07:47:48,8.7,5.48,0.77,1.87
5,2025-01-24 07:48:48,7.65,5.64,0.93,2.05
2,2025-01-24 07:49:48,6.38,9.73,0.2,1.64
10,2025-01-24 07:50:48,8.19,7.04,0.96,3.26
9,2025-01-24 07:51:48,8.51,8.16,0.19,2.56
6,2025-01-24 07:52:48,6.65,9.26,0.91,4.43
7,2025-01-24 07:53:48,8.96,9.34,0.24,4.83
5,2025-01-24 07:54:48,6.54,5.03,0.37,4.12
3,2025-01-24 07:55:48,6.77,7.93,0.74,0.53
8,2025-01-24 07:56:48,8.07,8.7,0.2,2.49
1,2025-01-24 07:57:48,7.59,7.27,0.12,4.8
3,2025-01-24 07:58:48,7.73,8.03,0.43,1.92
4,2025-01-24 07:59:48,7.4,9.97,0.39,3.37
7,2025-01-24 08:00:48,7.22,8.37,0.26,0.89
9,2025-01-24 08:01:48,8.63,7.05,0.81,3.98
9,2025-01-24 08:02:48,8.23,5.94,0.46,4.06
3,2025-01-24 08:03:48,7.43,7.12,0.17,2.19
4,2025-01-24 08:04:48,6.9,8.36,0.37,1.89
6,2025-01-24 08:05:48,8.52,9.24,0.66,2.7
10,2025-01-24 08:06:48,6.91,5.6,0.58,4.98
3,2025-01-24 08:07:48,8.25,7.45,0.98,3.12
9,2025-01-24 08:08:48,8.37,6.2,0.91,0.98
1,2025-01-24 08:09:48,7.44,5.74,0.98,0.19
5,2025-01-24 08:10:48,6.7,7.29,0.89,0.42
4,2025-01-24 08:11:48,8.52,7.57,0.55,3.32
2,2025-01-24 08:12:48,7.55,7.95,0.6,4.6
9,2025-01-24 08:13:48,8.89,9.12,0.23,4.44
6,2025-01-24 08:14:48,8.39,6.68,0.63,1.8
4,2025-01-24 08:15:48,7.16,8.23,0.27,3.56
9,2025-01-24 08:16:48,6.86,8.97,0.2,4.14
3,2025-01-24 08:17:48,7.4,7.49,0.31,0.94
10,2025-01-24 08:18:48,8.83,8.49,0.25,4.45
10,2025-01-24 08:19:48,7.98,8.94,0.97,1.46
2,2025-01-24 08:20:48,7.35,6.86,0.51,4.98
3,2025-01-24 08:21:48,6.78,8.9,0.11,1.12
8,2025-01-24 08:22:48,8.64,6.33,0.44,2.71
7,2025-01-24 08:23:48,6.42,5.85,0.89,4.53
2,2025-01-24 08:24:48,8.28,8.69,0.29,0.76
1,2025-01-24 08:25:48,7.94,8.52,0.24,1.58
9,2025-01-24 08:26:48,8.92,8.41,0.13,1.11
9,2025-01-24 08:27:48,7.76,8.56,0.13,4.33
7,2025-01-24 08:28:48,6.87,8.86,0.25,3.93
8,2025-01-24 08:29:48,6.15,9.41,0.71,3.72
10,2025-01-24 08:30:48,7.72,9.31,0.21,4.75
3,2025-01-24 08:31:48,7.64,5.79,0.46,2.73
2,2025-01-24 08:32:48,7.62,9.24,0.27,4.73
9,2025-01-24 08:33:48,8.79,5.93,0.32,1.04
8,2025-01-24 08:34:48,6.08,7.71,0.5,2.28
5,2025-01-24 08:35:48,8.99,6.26,0.43,0.73
7,2025-01-24 08:36:48,7.09,9.71,0.71,2.19
3,2025-01-24 08:37:48,6.12,8.99,0.6,1.16
6,2025-01-24 08:38:48,7.35,9.81,0.95,0.83
7,2025-01-24 08:39:48,8.23,6.67,0.25,2.11
7,2025-01-24 08:40:48,6.24,8.92,0.37,4.37
9,2025-01-24 08:41:48,7.52,5.27,0.97,0.51
3,2025-01-24 08:42:48,6.68,7.33,0.99,0.75
10,2025-01-24 08:43:48,7.16,5.7,0.89,3.3
9,2025-01-24 08:44:48,7.41,6.87,0.9,3.24
2,2025-01-24 08:45:48,8.66,8.27,0.2,1.85
10,2025-01-24 08:46:48,7.78,9.85,0.57,3.77
6,2025-01-24 08:47:48,7.88,9.84,0.57,2.56
1,2025-01-24 08:48:48,8.51,5.49,0.12,1.08
10,2025-01-24 08:49:48,6.45,8.79,0.32,4.62
7,2025-01-24 08:50:48,7.17,9.16,0.28,1.13
9,2025-01-24 08:51:48,6.75,8.07,0.29,4.72
4,2025-01-24 08:52:48,7.1,9.71,0.36,1.05
3,2025-01-24 08:53:48,7.22,9.43,0.94,1.82
1,2025-01-24 08:54:48,7.03,7.86,0.24,3.09
3,2025-01-24 08:55:48,8.84,9.75,0.36,1.31
7,2025-01-24 08:56:48,6.3,7.6,0.29,3.12
2,2025-01-24 08:57:48,8.11,7.93,0.44,2.66
10,2025-01-24 08:58:48,7.59,8.35,0.37,1.32
10,2025-01-24 08:59:48,7.96,6.39,0.72,2.37
2,2025-01-24 09:00:48,6.85,9.33,0.98,3.64
5,2025-01-24 09:01:48,6.3,7.98,0.28,3.02
10,2025-01-24 09:02:48,6.84,7.22,0.59,4.32
10,2025-01-24 09:03:48,8.61,5.17,0.63,3.2
4,2025-01-24 09:04:48,8.65,8.71,0.27,2.76
9,2025-01-24 09:05:48,7.06,7.64,0.36,4.52
5,2025-01-24 09:06:48,7.68,9.97,0.97,1.98
6,2025-01-24 09:07:48,7.85,7.23,0.55,2.66
7,2025-01-24 09:08:48,7.48,6.31,0.73,0.86
1,2025-01-24 09:09:48,6.64,9.83,0.37,0.41
1,2025-01-24 09:10:48,6.41,7.1,0.9,4.06
9,2025-01-24 09:11:48,6.3,9.33,0.55,0.72
8,2025-01-24 09:12:48,7.92,8.4,0.52,1.47
2,2025-01-24 09:13:48,8.11,6.45,0.75,2.11
4,2025-01-24 09:14:48,6.55,5.72,0.71,3.61
9,2025-01-24 09:15:48,7.87,9.38,0.31,3.35
7,2025-01-24 09:16:48,8.66,9.05,0.42,2.96
2,2025-01-24 09:17:48,6.27,7.38,0.65,4.91
7,2025-01-24 09:18:48,6.48,5.21,0.84,2.29
4,2025-01-24 09:19:48,6.99,7.54,0.15,1.48
1,2025-01-24 09:20:48,8.18,9.99,0.11,3.1
8,2025-01-24 09:21:48,6.91,7.43,0.46,1.68
9,2025-01-24 09:22:48,7.29,8.68,0.15,3.64
8,2025-01-24 09:23:48,6.43,8.96,0.57,3.78
4,2025-01-24 09:24:48,6.48,7.63,0.83,1.69
6,2025-01-24 09:25:48,7.52,6.05,0.75,1.23
9,2025-01-24 09:26:48,6.36,9.71,0.21,2.03
1,2025-01-24 09:27:48,8.53,5.5,0.14,0.64
8,2025-01-24 09:28:48,8.85,9.48,0.54,2.22
2,2025-01-24 09:29:48,7.18,9.57,0.72,2.49
4,2025-01-24 09:30:48,8.69,6.31,0.97,3.43
7,2025-01-24 09:31:48,6.66,9.26,1.0,1.92
3,2025-01-24 09:32:48,7.56,8.86,0.34,2.97
8,2025-01-24 09:33:48,8.72,9.77,0.33,2.48
1,2025-01-24 09:34:48,7.59,8.69,0.84,3.38
7,2025-01-24 09:35:48,6.16,6.14,0.81,3.31
1,2025-01-24 09:36:48,7.36,9.35,0.75,0.36
1,2025-01-24 09:37:48,6.68,6.34,0.64,1.5
2,2025-01-24 09:38:48,7.53,7.01,0.88,3.4
1,2025-01-24 09:39:48,8.72,6.59,0.99,0.98
1,2025-01-24 09:40:48,8.69,5.29,0.9,3.89
10,2025-01-24 09:41:48,7.15,5.14,0.64,0.66
10,2025-01-24 09:42:48,7.66,7.4,0.44,3.92
3,2025-01-24 09:43:48,6.38,7.05,0.64,2.72
9,2025-01-24 09:44:48,6.28,7.42,0.46,3.43
4,2025-01-24 09:45:48,6.58,6.52,0.88,2.75
3,2025-01-24 09:46:48,8.86,8.8,0.26,3.81
5,2025-01-24 09:47:48,6.55,5.98,0.66,1.26
10,2025-01-24 09:48:48,6.74,5.07,0.76,1.99
3,2025-01-24 09:49:48,6.22,7.9,0.48,0.16
1,2025-01-24 09:50:48,8.77,9.64,0.25,2.76
6,2025-01-24 09:51:48,8.04,5.68,0.23,1.82
1,2025-01-24 09:52:48,6.71,9.87,0.52,3.8
2,2025-01-24 09:53:48,8.24,5.43,0.61,4.61
5,2025-01-24 09:54:48,7.85,9.18,0.6,3.69
10,2025-01-24 09:55:48,6.59,8.63,0.62,1.16
9,2025-01-24 09:56:48,8.75,9.3,0.17,1.76
1,2025-01-24 09:57:48,6.37,8.26,0.73,1.75
1,2025-01-24 09:58:48,8.58,8.83,0.28,3.56
5,2025-01-24 09:59:48,8.13,7.83,0.83,3.52
9,2025-01-24 10:00:48,8.67,5.31,0.8,4.98
8,2025-01-24 10:01:48,7.48,6.71,0.64,3.38
7,2025-01-24 10:02:48,8.5,9.19,0.63,1.33
1,2025-01-24 10:03:48,8.83,8.91,0.49,0.47
8,2025-01-24 10:04:48,6.63,8.96,0.78,3.6
3,2025-01-24 10:05:48,6.07,5.93,0.76,4.58
6,2025-01-24 10:06:48,8.41,8.39,0.33,1.22
2,2025-01-24 10:07:48,6.72,8.85,0.83,3.67
4,2025-01-24 10:08:48,7.42,7.41,0.18,1.42
5,2025-01-24 10:09:48,8.66,7.22,0.84,1.29
8,2025-01-24 10:10:48,8.5,6.64,0.17,0.7
8,2025-01-24 10:11:48,7.52,9.77,0.42,0.64
9,2025-01-24 10:12:48,8.0,7.72,0.55,2.48
8,2025-01-24 10:13:48,7.62,5.43,0.14,1.48
9,2025-01-24 10:14:48,6.27,8.25,0.32,1.45
7,2025-01-24 10:15:48,7.53,9.84,0.3,1.35
8,2025-01-24 10:16:48,6.19,6.31,0.13,0.23
2,2025-01-24 10:17:48,6.57,7.61,0.13,1.46
1,2025-01-24 10:18:48,6.62,5.45,0.11,3.59
4,2025-01-24 10:19:48,8.24,8.65,0.56,2.56
8,2025-01-24 10:20:48,7.66,6.71,0.68,2.44
10,2025-01-24 10:21:48,8.68,5.7,0.59,3.98
7,2025-01-24 10:22:48,7.58,6.09,0.32,4.98
2,2025-01-24 10:23:48,7.49,5.7,0.19,1.77
7,2025-01-24 10:24:48,8.44,8.89,0.8,2.9
1,2025-01-24 10:25:48,6.87,5.71,0.93,3.9
5,2025-01-24 10:26:48,7.24,7.36,0.48,1.22
1,2025-01-24 10:27:48,7.55,5.22,0.78,0.26
3,2025-01-24 10:28:48,6.74,5.89,0.98,0.23
1,2025-01-24 10:29:48,8.99,5.12,0.48,2.88
3,2025-01-24 10:30:48,7.89,8.29,0.22,4.3
5,2025-01-24 10:31:48,7.09,7.96,0.33,4.02
3,2025-01-24 10:32:48,6.98,8.97,0.24,0.46
4,2025-01-24 10:33:48,7.29,8.51,1.0,4.3
4,2025-01-24 10:34:48,7.61,6.02,0.99,4.63
6,2025-01-24 10:35:48,8.23,9.05,0.76,3.67
10,2025-01-24 10:36:48,8.0,6.58,0.37,3.24
6,2025-01-24 10:37:48,7.77,8.63,0.43,2.55
9,2025-01-24 10:38:48,7.52,5.71,0.15,2.53
6,2025-01-24 10:39:48,8.38,6.14,0.16,1.18
1,2025-01-24 10:40:48,6.59,7.42,0.13,3.1
7,2025-01-24 10:41:48,8.77,6.43,0.45,2.01
7,2025-01-24 10:42:48,6.5,7.78,0.86,2.49
3,2025-01-24 10:43:48,7.83,9.07,0.64,0.54
1,2025-01-24 10:44:48,7.54,6.9,0.6,4.81
2,2025-01-24 10:45:48,6.92,8.69,0.52,4.08
2,2025-01-24 10:46:48,8.47,7.09,0.83,2.83
9,2025-01-24 10:47:48,8.49,7.77,0.97,3.23
9,2025-01-24 10:48:48,8.44,9.77,0.25,1.34
3,2025-01-24 10:49:48,7.92,5.53,0.58,0.53
10,2025-01-24 10:50:48,8.81,6.33,0.33,4.5
10,2025-01-24 10:51:48,8.32,8.35,0.29,1.07
10,2025-01-24 10:52:48,7.37,7.73,0.3,0.6
8,2025-01-24 10:53:48,7.41,8.97,0.5,2.38
3,2025-01-24 10:54:48,8.12,8.3,0.41,3.76
6,2025-01-24 10:55:48,6.5,5.66,0.23,1.47
4,2025-01-24 10:56:48,7.25,9.84,0.74,1.11
3,2025-01-24 10:57:48,7.45,6.7,0.56,3.31
9,2025-01-24 10:58:48,8.21,8.5,0.3,1.57
3,2025-01-24 10:59:48,7.74,9.76,0.75,1.44
4,2025-01-24 11:00:48,6.48,8.24,0.53,1.1
2,2025-01-24 11:01:48,7.93,8.88,0.75,2.74
2,2025-01-24 11:02:48,7.23,6.04,0.8,3.35
10,2025-01-24 11:03:48,8.66,5.71,0.23,4.92
4,2025-01-24 11:04:48,6.4,6.3,0.4,4.81
7,2025-01-24 11:05:48,8.02,7.15,0.38,3.36
9,2025-01-24 11:06:48,7.42,5.34,0.11,4.1
7,2025-01-24 11:07:48,8.02,9.66,0.95,0.92
5,2025-01-24 11:08:48,8.5,9.68,0.86,2.1
9,2025-01-24 11:09:48,7.46,9.89,0.7,3.74
6,2025-01-24 11:10:48,8.09,6.54,0.38,1.91
7,2025-01-24 11:11:48,7.41,9.54,0.17,2.43
4,2025-01-24 11:12:48,6.34,9.95,0.92,2.88
10,2025-01-24 11:13:48,6.42,9.44,0.42,2.37
4,2025-01-24 11:14:48,7.1,9.99,0.73,1.39
6,2025-01-24 11:15:48,8.66,6.7,0.27,1.41
7,2025-01-24 11:16:48,6.34,5.4,0.67,3.46
6,2025-01-24 11:17:48,6.35,7.52,0.27,1.72
